,cast,directors,genres,movie_id,original_title,plot,writers
1447,"['Jean-Claude Van Damme', 'Lela Rochon', 'Paul Sorvino']",,"['Action', 'Adventure', 'Thriller']",37498,Knock Off,"Marcus Ray (Jean-Claude Van Damme), a sales representative for ""V SIX"" jeans, and his partner, Tommy Hendricks (Rob Schneider), are about to be busted for selling ""knock off"" jeans. Their American contact, Karan Leigh, who by the way is not only their employer but a CIA agent sent to find the mole in their operation, is threatening them with a jail term if they do not prove their innocence. ",
1448,"['Arnold Schwarzenegger', 'Sam Worthington', 'Mireille Enos']",,"['Action', 'Drama', 'Thriller']",144336,Sabotage,"In ""Sabotage"", Arnold Schwarzenegger leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done - until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect. ",
1449,"['Heath Ledger', 'Shannyn Sossamon', 'Benno Fürmann']",,"['Drama', 'Fantasy', 'Horror']",9616,The Order,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil. ",
1450,"['Ray Stevenson', 'Dominic West', 'Julie Benz']",,"['Action', 'Crime']",13056,Punisher: War Zone,"Waging his one-man war on the world of organized crime, ruthless vigilante-hero Frank Castle sets his sights on overeager mob boss Billy Russoti. After Russoti is left horribly disfigured by Castle, he sets out for vengeance under his new alias: Jigsaw. With the ""Punisher Task Force"" hot on his trail and the FBI unable to take Jigsaw in, Frank must stand up to the formidable army that Jigsaw has recruited before more of his evil deeds go unpunished. ",
1451,"['Tim Allen', 'Courteney Cox', 'Chevy Chase']",,"['Family', 'Fantasy', 'Comedy']",14113,Zoom,"Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a rag tag group of kids with special powers into a new generation of superheroes to save the world from certain destruction. Based on Jason Lethcoe's graphic novel ""Zoom's Academy for the Super Gifted"". ",
1452,"['Joseph Gordon-Levitt', 'Ben Kingsley', 'Charlotte Le Bon']",,"['Adventure', 'Drama', 'Thriller']",285783,The Walk,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974. ,
1453,"['Angus Macfadyen', 'Mario Yedidia', 'Marley Shelton']",,"['Fantasy', 'Family', 'Action']",49478,Warriors of Virtue,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao. ",
1454,"['Russell Crowe', 'Marion Cotillard', 'Albert Finney']",,"['Comedy', 'Drama', 'Romance']",9726,A Good Year,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers. ",
1455,"['Elijah Wood', 'Lorraine Bracco', 'Adam Baldwin']",,['Drama'],20763,Radio Flyer,"A father reminisces about his childhood when he and his younger brother moved to a new town with their mother, her new husband and their dog, Shane. When the younger brother is subjected to physical abuse at the hands of their brutal stepfather, Mike decides to convert their toy trolley, the ""Radio Flyer"", into a plane to fly him to safety. ",
1456,"['Damian Chapa', 'Jesse Borrego', 'Benjamin Bratt']",,"['Action', 'Crime', 'Drama']",9702,Bound by Honor,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo. ",
1457,"['Julia Ormond', 'Gabriel Byrne', 'Richard Harris']",,"['Action', 'Crime', 'Drama']",9311,Smilla's Sense of Snow,"Smilla Jaspersen, half Danish, half Greenlander, attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland. Scenes from the film were shot in Copenhagen and western Greenland. The film was entered into the 47th Berlin International Film Festival, where director Bille August was nominated for the Golden Bear. ",
1458,"['Rebecca Romijn', 'Antonio Banderas', 'Peter Coyote']",,"['Thriller', 'Crime', 'Romance']",9280,Femme Fatale,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her. ",
1459,"['Anthony Quinn', 'Rod Steiger', 'Oliver Reed']",,"['Action', 'History', 'War']",26843,Lion of the Desert,"This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives. ",
1460,"['Juliette Binoche', 'Olivier Martinez', 'Pierre Arditi']",,"['War', 'Adventure', 'Drama']",11876,Le Hussard sur le toit,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband. ",
1461,"['Tobey Maguire', 'Skeet Ulrich', 'Jeffrey Wright']",,"['Drama', 'War', 'Romance']",22267,Ride with the Devil,"Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor. ",
1462,"['Javier Bardem', 'Maricel Álvarez', 'Hanaa Bouchaib']",,['Drama'],45958,Biutiful,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever. ",
1463,"['Penélope Cruz', 'Salma Hayek', 'Dwight Yoakam']",,"['Action', 'Comedy', 'Western']",1969,Bandidas,"Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists. ",
1464,"['Laurence Fishburne', 'Karl Urban', 'Brittany Snow']",,"['Drama', 'Crime']",310706,Black Water Transit,"In this action thriller set in post-Katrina New Orleans, business owner Jack Vermillion (Laurence Fishburne) is struggling to run a legitimate shipping company while bad guy Ernest Pike (Karl Urban) is struggling to get his family's illegal gun collection out of the country. When their paths collide, Jack realizes that exposing Pike might get him just the sway he needs to persuade law enforcement officials to treat his imprisoned son kindly. ",
1465,"[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario']",,"['Action', 'Mystery', 'Science Fiction']",198663,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape. ",
1466,"['Vince Vaughn', 'Dave Franco', 'James Marsden']",,['Comedy'],239573,Unfinished Business,"A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit. ",
1467,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder']",,"['Drama', 'Romance']",10436,The Age of Innocence,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin. ",
1468,"['Hugh Jackman', 'Rachel Weisz', 'Ellen Burstyn']",,"['Drama', 'Adventure', 'Science Fiction']",1381,The Fountain,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world. ",
1469,"['Cuba Gooding Jr.', 'Skeet Ulrich', 'Peter Firth']",,"['Action', 'Comedy', 'Thriller']",2162,Chill Factor,A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom. ,
1470,"['Nicolas Cage', 'Malin Åkerman', 'Josh Lucas']",,"['Action', 'Crime', 'Drama']",127493,Stolen,"A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi. ",
1471,"['Yuria Nara', 'Hiroki Doi', 'George Tokoro']",,"['Animation', 'Family']",12429,崖の上のポニョ,"The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human. ",
